route_name,uri,http_methods,controller_class,controller_method,middleware_resolved,active_backoffice_present,mfa_backoffice_present,log_backoffice_present,role_middleware_active,role_middleware_excluded,permission_middleware,permission_catalog_exists,semantic_permission_available,permission_recommendation,permission_semantically_adequate,policy_class,policy_ability,policy_ability_source,form_request,form_request_authorize,feature_entitlement,feature_required,feature_key,municipality_source,municipal_record_scope,fail_closed_without_municipality,platform_route,municipal_route,mixed_context_route,record_model,operation_type,mfa_sensitive,audit_requirement,audit_implementation,private_data,bounded_context,bounded_context_label,target_sprint,risk,confidence,test_coverage,test_sources,source,migration_recommendation
backoffice.tenant-operations.charge-runs.index,backoffice/tenant-operations/charge-runs,GET,"App\Http\Controllers\Backoffice\TenantChargeRunController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\TenantChargeRunPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantChargeRun",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.charge-runs.show,backoffice/tenant-operations/charge-runs/{tenantChargeRun},GET,"App\Http\Controllers\Backoffice\TenantChargeRunController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\TenantChargeRunPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantChargeRun",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.charge-runs.store,backoffice/tenant-operations/charge-runs,POST,"App\Http\Controllers\Backoffice\TenantChargeRunController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\TenantChargeRunPolicy",create,confirmed,"App\Http\Requests\RunTenantChargeRunRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantChargeRun",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,route_name_reference,tests/Feature/Sprint26TenantPostAwardTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.communications.index,backoffice/tenant-operations/communications,GET,"App\Http\Controllers\Backoffice\TenantCommunicationController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\TenantCommunicationPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantCommunication",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.communications.messages.store,backoffice/tenant-operations/communications/{tenantCommunication}/messages,POST,"App\Http\Controllers\Backoffice\TenantCommunicationController",message,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\TenantCommunicationPolicy",update,confirmed,"App\Http\Requests\StoreTenantCommunicationMessageRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantCommunication",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,route_name_reference,tests/Feature/Sprint26TenantPostAwardTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.communications.show,backoffice/tenant-operations/communications/{tenantCommunication},GET,"App\Http\Controllers\Backoffice\TenantCommunicationController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\TenantCommunicationPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantCommunication",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.communications.store,backoffice/tenant-operations/communications,POST,"App\Http\Controllers\Backoffice\TenantCommunicationController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\TenantCommunicationPolicy",create,confirmed,"App\Http\Requests\StoreTenantCommunicationRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantCommunication",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.dashboard,backoffice/tenant-operations/dashboard,GET,"App\Http\Controllers\Backoffice\LandlordDashboardController",__invoke,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,,viewAny,confirmed,"App\Http\Requests\FilterLandlordDashboardRequest",custom,,,,dynamic_domain_context,candidate,,0,0,1,,read,1,recommended,unknown,1,contracts,Contratos,47E,critical,medium,route_name_reference,tests/Feature/Sprint26TenantPostAwardTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:contracts.view;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-operations.maintenance-reports.index,backoffice/tenant-operations/maintenance-reports,GET,"App\Http\Controllers\Backoffice\TenantMaintenanceReportController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,,,missing,"App\Http\Requests\GenerateMaintenanceReportRequest",custom,,0,,authenticated_user,candidate,,0,1,0,,read,1,recommended,unknown,1,contracts,Contratos,47E,critical,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog,remove_fixed_role;apply_permission:contracts.view;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-transitions.index,backoffice/transicoes-inquilino,GET,"App\Http\Controllers\Backoffice\TenantTransitionController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\TenantTransitionPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantTransition",read,1,recommended,confirmed,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.tenant-transitions.run,backoffice/transicoes-inquilino,POST,"App\Http\Controllers\Backoffice\TenantTransitionController",run,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\TenantTransitionPolicy",create,confirmed,"App\Http\Requests\RunTenantTransitionRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\TenantTransition",mutation,1,required,confirmed,1,contracts,Contratos,47E,critical,low,route_name_reference,tests/Feature/Backoffice/LotteryClosureFlowTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
contracts.create,contracts/create,GET,"App\Http\Controllers\ContractController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.create,0,"App\Policies\ContractPolicy",create,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",read,1,recommended,unknown,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
contracts.destroy,contracts/{contract},DELETE,"App\Http\Controllers\ContractController",destroy,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.delete,0,"App\Policies\ContractPolicy",delete,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",mutation,1,required,missing,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.delete;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
contracts.edit,contracts/{contract}/edit,GET,"App\Http\Controllers\ContractController",edit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.update,0,"App\Policies\ContractPolicy",update,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",read,1,recommended,unknown,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
contracts.index,contracts,GET,"App\Http\Controllers\ContractController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractPolicy",viewAny,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",read,1,recommended,unknown,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
contracts.show,contracts/{contract},GET,"App\Http\Controllers\ContractController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,contracts.view,0,"App\Policies\ContractPolicy",view,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\Contract",read,1,recommended,unknown,1,contracts,Contratos,47E,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:contracts.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
